list-dl-none,2,16,1,96,260301,2711
list-idl-none,2,16,1,96,242238,2523
list-l-none,2,32,1,192,609335,3173
list-dl-none,2,32,1,192,691916,3603
list-idl-none,2,32,1,192,718358,3741
list-i-none,4,1,1,12,146284,12190
list-d-none,4,1,1,12,159508,13292
list-l-none,4,1,1,12,181262,15105
list-il-none,4,1,1,12,138026,11502
list-dl-none,4,1,1,12,120495,10041
list-id-none,4,1,1,12,123998,10333
list-l-none,4,2,1,24,142059,5919
list-il-none,4,2,1,24,134799,5616
list-id-none,4,2,1,24,158011,6583
list-i-none,4,4,1,48,122674,2555
list-l-none,4,4,1,48,157440,3280
list-il-none,4,4,1,48,156462,3259
list-d-none,4,8,1,96,130446,1358
list-l-none,4,8,1,96,171141,1782
list-l-none,4,16,1,192,407453,2122
list-l-none,4,32,1,384,1143926,2978
list-i-none,8,1,1,24,285625,11901
list-d-none,8,1,1,24,268649,11193
list-l-none,8,1,1,24,311820,12992
list-dl-none,8,1,1,24,255757,10656
list-id-none,8,1,1,24,265682,11070
list-idl-none,8,1,1,24,273513,11396
list-i-none,8,2,1,48,250221,5212
list-d-none,8,2,1,48,282602,5887
list-l-none,8,2,1,48,275365,5736
list-il-none,8,2,1,48,286446,5967
list-dl-none,8,2,1,48,267430,5571
list-id-none,8,2,1,48,261992,5458
list-idl-none,8,2,1,48,245858,5122
list-i-none,8,4,1,96,276500,2880
list-l-none,8,4,1,96,280942,2926
list-dl-none,8,4,1,96,275055,2865
list-idl-none,8,4,1,96,281052,2927
list-i-none,12,1,1,36,384611,10683
list-l-none,12,1,1,36,391776,10882
list-il-none,12,1,1,36,420803,11688
list-dl-none,12,1,1,36,372287,10341
list-id-none,12,1,1,36,395221,10978
list-idl-none,12,1,1,36,341231,9478
list-i-none,12,2,1,72,431931,5999
list-l-none,12,2,1,72,371748,5163
list-il-none,12,2,1,72,397647,5522
list-idl-none,12,2,1,72,378798,5261
list-i-none,12,4,1,144,376718,2616
list-d-none,12,4,1,144,354276,2460
list-l-none,12,4,1,144,364088,2528
list-il-none,12,4,1,144,389429,2704
list-id-none,12,4,1,144,377266,2619
list-l-none,12,16,1,576,1181798,2051
list-i-s,2,1,1,6,82908,13818
list-i-m,2,1,1,6,108291,18048
list-d-s,2,1,1,6,103412,17235
list-d-m,2,1,1,6,103053,17175
list-l-s,2,1,1,6,107518,17919
list-l-m,2,1,1,6,103268,17211
list-il-s,2,1,1,6,76274,12712
list-il-m,2,1,1,6,81001,13500
list-dl-s,2,1,1,6,105508,17584
list-dl-m,2,1,1,6,104096,17349
list-id-s,2,1,1,6,102991,17165
list-id-m,2,1,1,6,115620,19270
list-idl-s,2,1,1,6,108259,18043
list-idl-m,2,1,1,6,103651,17275
list-i-s,2,2,1,12,102366,8530
list-i-m,2,2,1,12,103971,8664
list-d-s,2,2,1,12,90340,7528
list-d-m,2,2,1,12,84126,7010
list-l-s,2,2,1,12,84903,7075
list-l-m,2,2,1,12,105559,8796
list-il-s,2,2,1,12,106536,8878
list-il-m,2,2,1,12,121527,10127
list-dl-s,2,2,1,12,111175,9264
list-dl-m,2,2,1,12,114320,9526
list-id-s,2,2,1,12,91824,7652
list-id-m,2,2,1,12,123620,10301
list-idl-s,2,2,1,12,89010,7417
list-idl-m,2,2,1,12,121053,10087
list-i-s,2,4,1,24,108709,4529
list-i-m,2,4,1,24,118412,4933
list-d-s,2,4,1,24,105171,4382
list-d-m,2,4,1,24,99154,4131
list-l-s,2,4,1,24,90249,3760
list-l-m,2,4,1,24,124682,5195
list-il-s,2,4,1,24,119822,4992
list-il-m,2,4,1,24,145449,6060
list-dl-s,2,4,1,24,120747,5031
list-dl-m,2,4,1,24,128741,5364
list-id-s,2,4,1,24,106401,4433
list-id-m,2,4,1,24,115865,4827
list-idl-s,2,4,1,24,135431,5642
list-idl-m,2,4,1,24,134724,5613
list-i-s,2,8,1,48,138007,2875
list-i-m,2,8,1,48,137339,2861
list-d-s,2,8,1,48,107083,2230
list-d-m,2,8,1,48,122007,2541
list-l-s,2,8,1,48,127690,2660
list-l-m,2,8,1,48,221508,4614
list-il-s,2,8,1,48,161775,3370
list-il-m,2,8,1,48,224059,4667
list-dl-s,2,8,1,48,159658,3326
list-dl-m,2,8,1,48,179739,3744
list-id-s,2,8,1,48,125729,2619
list-id-m,2,8,1,48,148723,3098
list-idl-s,2,8,1,48,178025,3708
list-idl-m,2,8,1,48,214976,4478
list-i-s,2,16,1,96,122706,1278
list-i-m,2,16,1,96,157376,1639
list-d-s,2,16,1,96,128078,1334
list-d-m,2,16,1,96,168120,1751
list-l-s,2,16,1,96,228717,2382
list-l-m,2,16,1,96,244071,2542
list-il-s,2,16,1,96,265641,2767
list-il-m,2,16,1,96,309298,3221
list-dl-s,2,16,1,96,393553,4099
list-dl-m,2,16,1,96,277063,2886
list-id-s,2,16,1,96,137024,1427
list-id-m,2,16,1,96,211948,2207
list-idl-s,2,16,1,96,274046,2854
list-idl-m,2,16,1,96,360067,3750
list-i-s,2,32,1,192,255675,1331
list-i-m,2,32,1,192,237619,1237
list-d-s,2,32,1,192,141703,738
list-d-m,2,32,1,192,158024,823
list-l-s,2,32,1,192,591479,3080
list-l-m,2,32,1,192,908639,4732
list-il-s,2,32,1,192,677903,3530
list-il-m,2,32,1,192,745297,3881
list-dl-s,2,32,1,192,650544,3388
list-dl-m,2,32,1,192,745363,3882
list-id-s,2,32,1,192,198686,1034
list-id-m,2,32,1,192,296485,1544
list-idl-s,2,32,1,192,728787,3795
list-idl-m,2,32,1,192,986061,5135
list-i-s,4,1,1,12,127341,10611
list-i-m,4,1,1,12,131770,10980
list-d-s,4,1,1,12,131465,10955
list-d-m,4,1,1,12,138844,11570
list-l-s,4,1,1,12,122475,10206
list-l-m,4,1,1,12,144749,12062
list-il-s,4,1,1,12,151531,12627
list-il-m,4,1,1,12,129751,10812
list-dl-s,4,1,1,12,146764,12230
list-dl-m,4,1,1,12,162383,13531
list-id-s,4,1,1,12,103682,8640
list-id-m,4,1,1,12,131237,10936
list-idl-s,4,1,1,12,131279,10939
list-idl-m,4,1,1,12,165831,13819
list-i-s,4,2,1,24,139940,5830
list-i-m,4,2,1,24,125158,5214
list-d-s,4,2,1,24,123220,5134
list-d-m,4,2,1,24,122128,5088
list-l-s,4,2,1,24,154199,6424
list-l-m,4,2,1,24,134232,5593
list-il-s,4,2,1,24,157682,6570
list-il-m,4,2,1,24,154102,6420
list-dl-s,4,2,1,24,131190,5466
list-dl-m,4,2,1,24,139821,5825
list-id-s,4,2,1,24,133758,5573
list-id-m,4,2,1,24,122819,5117
list-idl-s,4,2,1,24,137076,5711
list-idl-m,4,2,1,24,200055,8335
list-i-s,4,4,1,48,171865,3580
list-i-m,4,4,1,48,137854,2871
list-d-s,4,4,1,48,129319,2694
list-d-m,4,4,1,48,135084,2814
list-l-s,4,4,1,48,139276,2901
list-l-m,4,4,1,48,156726,3265
list-il-s,4,4,1,48,173178,3607
list-il-m,4,4,1,48,153616,3200
list-dl-s,4,4,1,48,139581,2907
